Varenummer;navn;poeng
522001;Nautilus Pinot Noir 2016;85
528301;Henri Milan Sans Soufre Ajoute 2015;85
540001;Naked on Roller Skates 2018;85
543801;Maison les Alexandrins Syrah Viogner 2016;85
549301;Quinta do Ameal Branco 2018;85
589201;Zanotto Col Fondo 2015;85
595401;Meinklang Grüner Veltliner «Heideboden» 2018;85
605701;Ch. Saint-Maur Rosé 2016;85
623801;Spindler Forster Riesling Trocken 2017;85
878701;Oma Barbera d'Alba 2018;85
897201;Pierre Amadieu Côtes du Rhône Roulepierre 2016;85
919701;Mullineux Kloof Street Old Vine Chenin Blanc 2017;85
794601;Illuminati Riparosso Montepulciano d'Abruzzo 2017;85
802301;Campinuovi Montecucco Sangiovese 2010;85
827301;Tezza Valpolicella Ripasso Superiore 2017;85
848301;Weszeli Langenlois Kamptal Grüner Veltliner 2017;85
870001;Bogle Chardonnay 2017;85
1162001;Vincent Pinard Sancerre Florès 2015;85
1197301;Villa Cafaggio Chianti Classico 2015;85
1208601;Pietro di Campo Bugia Barbaresco 2016;85
1208801;Pietro di Campo Scongiuro Barolo 2012;85
1224301;Allesverloren Tinta Rosé 2018;85
871201;McManis Cabernet Sauvignon 2015;85
871301;McManis Zinfandel 2016;85
7612901;Girault Sancerre Le Grand Moulin Rosé 2017;85
7616801;La Cappuccina Monte Stelle Soave Classico 2017;85
7617101;Bonnet-Huteau Muscadet Sèvre et Maine sur Lie Les Dabinières 2017;85
7631201;Alessandro Veglio Langhe Nebbiolo 2016;85
7631901;Leeuwenkuil Cinsault 2016;85
7640801;Dom. Les Fumées Blanches Sauvignon Blanc 2018;85
7651401;Guntrum Niersteiner Riesling Trocken 2016;85
7652801;Orsogna Puro Zero Linfae Primitivo 2018;85
7657101;Tsantalis Kanenas Chardonnay 2017;85
7658001;Sétt Vino Rosato;85
7663101;Corte Gardoni Le Fontane Bardolino 2017;85
7665401;Metamorfosis Cantvs Primvs Feteasca Neagra 2013;85
7696501;Schiopetto Pinot Grigio 2016;85
10809301;Langmann Schilcher PetNat 2017;85
10810401;Dom. Marguerite Dupasquier Bourgogne Chardonnay 2018;85
10810501;Ch. Mauvesin Moulis 2002;85
10815202;XO Ingefærøl Original;85
10818901;La Magnolia Schioppettino;85
10720501;Ferraton Crozes-Hermitage Calendes 2017;85
10750001;Meinklang Naken Red 2018;85
10760601;Raoul Clerget Chablis;85
10778001;The Palm by Whispering Angel Rosé 2018;85
10781801;Adelina Eternal Return Dolcetto;85
10785401;Dom. Guizard Rosé;85
10788601;Bela Estate Grown Ribuero del Duero Roble;85
10788801;Roger Goulart Coral Cava Brut Rosé;85
10790401;Karl Haidle Blaufränkisch Bunter Mergel;85
10487301;Hacienda Lopez de Haro Gran Reserva 2012;85
10522001;Hacienda El Ternero Blanco;85
10532501;Dr. Wehrheim Weisser Burgunder Buntstück 2017;85
9406701;Casa Valduga Premium Cabernet Franc 2014;85
9422101;Charles Smith Kung Fu Girl Riesling 2018;85
9457601;Marques de Casa Concha Pinot Noir 2016;85
9457701;Simonnet-Febvre Crémant de Bourgogne Brut;85
9460901;T-nac Quinta da Falorca 2010;85
9476802;Delorme Crémant de Bourgogne Brut;85
9525901;Torre d'Orti Rosso 2017;85
9533801;Dom. Vrignaud Chablis;85
9570701;Umani Ronchi Podere Montepulciano d?Abruzzo 2018;85
9583801;Selbach-Oster Zeltinger Sonnenuhr Riesling Spätlese 2014;85
9637201;Pongracz Rosé;85
10132901;Ch. Franc-Cardinal 2014;85
10136501;A. Thévenet Beaujolais-Villages;85
10144901;Massimago Garganega;85
10145001;Massimago Profasio Valpolicella Superiore;85
10145601;David & Nadia Red;85
10147901;Sanniesrust Cinsault;85
10151001;B Vintners Black Bream Pinot Noir 2017;85
10164301;Val de Rance Cidre de Bretagne Brut;85
10166701;Privat Cava Brut Nature Selected Cuvée;85
10107701;Nodus En La Parra;85
10109201;Dom. la Realtiere Cul-Sec!;85
9377001;Hellstrøm Bon Vin Rouge 2015;85
7953601;Now by Paxton 2017;85
11114701;Riffel Silvaner Trocken 2017;85
11120601;Berså 2018;85
11121301;Casa Primicia Graciano 2018;85
11124201;Charles Sparr Mambourg Gewürztraminer 2017;85
11127001;Rancho Alexander Russian River Pinot Noir 2018;85
11127101;La Côte Étoilée Brouilly Pierreux 2017;85
11171301;Monte Castelon Valpolicella Classico;85
11171901;Berthier Domaine de Montbenoit;85
11181201;Rings Kallstadt Spätburgunder Vom Kalkfels 2017;85
10978401;Dom. des Féraud Cuvée Prestige Rosé 2018;85
10987401;Axel Pauly Trinkfluss 2018;85
10997801;Dom. St. Gayan Côtes-du-Rhône Trescartes;85
10997901;Monograph Rosé;85
11023801;Les Grandes Vignes Groslot 2018;85
11037701;Babich Family Estate Organic Chardonnay 2017;85
11038001;Colinas do Douro;85
10220201;Ca' di Rajo Treviso Prosecco Brut;85
10225201;La Staffa Classico Superiore 2017;85
10226001;Bonelli Gutturnio Superiore 2016;85
10249101;Cant. del Castello Pressoni Soave Classico 2016;85
10249501;Be Bike Garnacha;85
10257701;Spagnol Col Fondo;85
10271101;Casa de la Ermita Selección Rey Limitada 2017;85
10279801;Brigatti Maria Colline Novaresi Vespolina 2018;85
11067401;Adams Kaliber 12 Spätburgunder 2016;85
11067601;Adams Kaliber 9 Weissburgunder 2017;85
11067701;Adams Kaliber 19 Grauburgunder 2017;85
11076901;Aga Sideri Lagmann Sider;85
11077401;Vogt Alsace Les Perles Rares;85
11077901;Jean-Paul Schmitt Rittersberg Pinot Auxerrois Classique;85
11078301;Jean-Paul Schmitt Rittersberg Classique Pinot Gris;85
11088901;Ten. Montecchiesi Sangiovese 2017;85
11089201;Olivares Rosado;85
11089301;Olivares Blanco;85
10824701;Pure & Naked Pet-nat 2018;85
10834601;Pierres de Livran 2016;85
10872001;Nobody's Hero Sauvignon Blanc;85
10874101;Philippe Gilbert Menetou-Salon Rouge 2017;85
10878701;Dom. Hatzimichalis Assyrtiko Sauvignon Blanc 2018;85
10887701;Ottosoldi Gavi 2018;85
10892201;Calvente Guindalera Mountain Wine Ecological 2017;85
10894501;Valcendon Garnacha 2018;85
10910101;Von Buhl Bone Dry Riesling;85
10912501;Istine Rosato;85
10921302;Brick & Mortar Rouge 2018;85
10954701;Glover Zephyr Chardonnay 2018;85
10966501;Alberto Nani Prosecco Extra Dry;85
10971206;Avignonesi Toscana Rosso Organic 2018;85
10974401;Gris Marin rosé;85
10204401;Tribaut Instant Gourmand Sec;85
10218701;Colinas do Douro reserva 2017;85
10219901;OMA Roero Arneis 2018;85
10132901;Ch. Franc-Cardinal 2014;85
10136501;A. Thévenet Beaujolais-Villages;85
10144901;Massimago Garganega;85
10145001;Massimago Profasio Valpolicella Superiore;85
10145601;David & Nadia Red;85
10147901;Sanniesrust Cinsault;85
10151001;B Vintners Black Bream Pinot Noir 2017;85
10164301;Val de Rance Cidre de Bretagne Brut;85
10166701;Privat Cava Brut Nature Selected Cuvée;85
10107701;Nodus En La Parra;85
10109201;Dom. la Realtiere Cul-Sec!;85
10876701;Studio by Miraval 2018;84
5613901;Tenuta Sette Ponti Crognolo 2013;84
1735801;Kulinarisk Akademi Rødvin 2012;84
8263701;Foucher-Lebrun Chardonnay de la Renaissance en Val de Loire;84
180101;Some Young Punks The Squid's Fist 2017;84
258201;Roche Fleurie Vouvray 2017;84
287601;Villa Poggio Salvi Tosco 2016;84
315201;Dr. Loosen Wehlener Sonnenuhr Riesling Kabinett 2017;84
316301;The Crossings Sauvignon Blanc 2018;84
333901;Masi Campofiorin 2015;84
352501;Wolf Blass Yellow Label Cabernet Sauvignon 2015;84
352601;Wolf Blass Eaglehawk Shiraz 2018;84
356501;Lindeman's Bin 45 Cabernet Sauvignon 2018;84
20002;Jägermeister;84
74101;Dopff & Irion Cuvée René Dopff Gewurztraminer 2016;84
113901;CARM 2015;84
3399401;Geil Sabrura Riesling 2018;84
3418601;Murviedro Colección Bobal Reserva 2011;84
3433801;Innocenti Chianti Colli Senesi 2012;84
3448201;Ch. Verdignan 2009;84
3448701;Odfjell Aliara 2013;84
3449201;Crémant de Loire Langlois;84
3468701;Zenato Valpolicella Superiore Ripassa 2015;84
3484401;Raddeck Spätburgunder 2015;84
3507601;De Muller Chardonnay 2018;84
3524701;Delorme Organic Crémant de Bourgogne Brut;84
3525401;Clotilde Davenne Bourgogne Rouge 2014;84
2220001;Neiss Weissherbst Pinot Noir Rosé Trocken 2014;84
2238101;Naranjas Ché Tarongino 2014;84
2252201;Anima de Raimat Blanco 2016;84
2266901;Cap Royal Bordeaux Supérieur 2016;84
2268501;Devils Corner Riesling 2015;84
2284401;Stellenrust Block 28 Chenin Blanc 2017;84
2738701;Fritz Müller Perlwein Müller-Thurgau Trocken;84
2853901;Balthasar Ress Schloss Reichartshausen Riesling Kabinett 2016;84
2865801;Pflüger Buntsandstein Riesling trocken 2018;84
2867201;The Liberator The Francophile Chenin Blanc 2018;84
2868201;Les Ollieux Romanis Corbières 2016;84
2891301;Riva Leone Barbera 2016;84
2895501;Mas Codina Cava Brut Reserva 2015;84
3006901;Sandeman White Porto;84
3007701;Viña Zorzal Graciano 2013;84
3019701;Kendall-Jackson Vintner's Reserve Pinot Noir 2014;84
2069401;Museum Real Reserva 2014;84
2088801;Baltasar Garnacha Viñas Viejas 2017;84
2095804;Cold Hand Winery Malus Danica eple-isvin 2014;84
2107101;Hacienda Lopez de Haro Tempranillo 2017;84
2107301;Hacienda Lopez de Haro Rosado 2017;84
2115201;AIX Rosé 2018;84
2147301;Villa Wolf Wachenheimer Riesling 2018;84
2187001;Michelot Bourgogne Pinot Noir 2017;84
2188801;Sparkling Apple- Pear Williams;84
2191201;Morandé Pionero Reserva Pais 2015;84
1976101;Doc`s Original Hard Apple Cider;84
2001501;Brocard Saint-Bris Sauvignon 2017;84
2002501;Finca La Celia Reserva Malbec 2017;84
2006301;Porcupine Ridge Syrah 2017;84
2830501;Cant. Terlano Chardonnay Kreuth 2016;84
2832201;Domino de la Vega Bobal en Calma 2014;84
945801;Yealands Land Made Sauvignon Blanc 2018;84
946101;Amalaya Blanco 2018;84
953101;Fibbiano Casalini Chianti Superiore 2014;84
994501;Parusso Langhe Nebbiolo 2012;84
997901;Te Mata Merlot Cabernets 2011;84
1020101;Agamium Colline Novaresi 2016;84
1021801;Langmann Schilcher Tradition 2018;84
1032901;Portal do Fidalgo Alvarinho 2018;84
1033801;Ch. D'Aydie Odé 2015;84
1041701;Cloudline Pinot Noir 2017;84
1061001;Finca Luzón 2016;84
1156001;Abbazia Moscato;84
1437201;Quinta de Porrais Branco 2018;84
1453001;Ch. du Val de Mercy Petit Chablis 2018;84
1491501;Señorio de los Llanos Crianza 2011;84
1494202;Ch. Haut-Claverie 2016;84
1498701;Matua Lands and Legends Central Otago Pinot Noir 2017;84
1537701;Santa Ana Malbec 2018;84
1539201;Laporte La Terre des Anges Sancerre 2013;84
1556901;Barone Ricasoli Chianti;84
1285701;Charles Mignon Brut Rosé Premier Cru;84
1362601;Clos de Torribas Crianza 2015;84
1378501;Banfi Rosso di Montalcino 2016;84
1412901;Villa di Vetrice Chianti Rufina 2015;84
1424501;Colombelle 2017;84
1656901;Michele Chiarlo Palás Moscato d`Asti 2016;84
1695501;Dacasto Duilio Camp Riond Barbera d'Asti Superiore 2016;84
1697301;Entre Vinyes Oníric Xarel-lo 2017;84
1698201;Perelada Jardins Negre 2016;84
1712301;Louis Pascal Signature Cahors Malbec 2016;84
1712701;Foncalieu Le Pigeonnier Vieilles Vignes 2017;84
1734901;A. Clüsserath Steinreich Riesling Trocken 2016;84
1744801;Caliboro Erasmo Barbera Garnacha 2016;84
1760601;Portal Colheita Douro 2016;84
1770601;Kloof Street Swartland Syrah 2017;84
1889901;Castello di Gabbiano Chianti Classico Riserva 2014;84
1900801;Roger Champault Sancerre Blanc Les Pierris;84
891202;Quinta de la Rosa Late Bottled Vintage 2013;84
897101;Pere Mata Brut Reserva;84
910601;Campos de Luz Garnacha 2018;84
931701;Champagne Charles Mignon Premium Reserve Brut;84
1779501;Chamisal Stainless Chardonnay 2014;84
1178001;Castillo de Molina Cabernet Sauvignon Reserva 2016;84
1178201;De Stefani Plavis 2011;84
1218001;Louis Max Climats Pinot Noir Les Terres Froides;84
872501;Dal Cero Soave 2017;84
7449401;Paltrinieri Piria Lambrusco di Sorbara 2018;84
9521401;Catena Alta Chardonnay 2016;84
9522001;Antica Enotria Puglia Rosso 2016;84
9522201;Matetic Corralillo Sauvignon Blanc 2016;84
9596201;Ch. Cheylus Côtes du Rhone 2018;84
9621601;Ch. Les Donats 2011;84
9629501;Colomé Estate Torrontés 2017;84
9634501;Martini Prosecco;84
9701101;Reyneke White 2017;84
11108701;Zarate Caiño Tinto 2017;84
11108801;Zarate Fontecon 2017;84
11115701;Bonfiglio Colli Bolognesi Pignoletto Extra Brut 2015;84
11121701;Vega Vella 2018;84
11121801;Cant. Nebbiolo Vigna Valmaggiore Nebbiolo d'Alba 2016;84
11172101;Berthier L'Instant Pinot Noir;84
11173601;Sella & Mosca Alghero Torbato Spumante Brut;84
11181701;Carravalseca Macercion Carbonica;84
11057001;A. Sunier Régnié Montmerond 2018;84
11079801;Thornhill Pinot Noir 2017;84
11087901;Dom. de Miselle Colombard Gros Manseng 2018;84
11093601;Col Dei Venti Cortese 2018;84
11098601;Dopff Crémant d'Alsace Brut Nature;84
11234401;Adegamäe Lisboa Valley Selection Red 2017;84
11236001;Jonty's Ducks Pekin Red 2014;84
11236901;Rabasco Lu Fregnett 2018;84
11238201;Franco Francesco Nebbiolo d'Alba 2017;84
11241701;Punctum Tempranillo;84
11249501;Sierra de Toloño Blanco 2018;84
11251601;Henry Fessy Beaujolais 2018;84
11253901;OMA Riesling 2018;84
11261301;Wynns The Gables Coonawara Cabernet Sauvignon;84
11280101;Dorrance Rouge Cinsault;84
11280201;Dorrance Kama Chenin Blanc;84
11200901;Frederic Berne Beaujolais Lantignié Granit Rose;84
11203201;Finca La Emperatriz Reserva 2014;84
11215301;Ch. Ampélia 2015;84
11215801;Ch. Cadet Soutard Saint-Emilion Grand Cru 2008;84
11220301;Cervoles Blanc 2017;84
11101001;Charton et Trebuchet Crémant de Bourgogne Rosé;84
2220001;Neiss Weissherbst Pinot Noir Rosé Trocken 2014;84
2238101;Naranjas Ché Tarongino 2014;84
2252201;Anima de Raimat Blanco 2016;84
2266901;Cap Royal Bordeaux Supérieur 2016;84
2268501;Devils Corner Riesling 2015;84
2284401;Stellenrust Block 28 Chenin Blanc 2017;84
2738701;Fritz Müller Perlwein Müller-Thurgau Trocken;84
2069401;Museum Real Reserva 2014;84
2088801;Baltasar Garnacha Viñas Viejas 2017;84
2095804;Cold Hand Winery Malus Danica eple-isvin 2014;84
2107101;Hacienda Lopez de Haro Tempranillo 2017;84
2107301;Hacienda Lopez de Haro Rosado 2017;84
2115201;AIX Rosé 2018;84
2147301;Villa Wolf Wachenheimer Riesling 2018;84
2187001;Michelot Bourgogne Pinot Noir 2017;84
2188801;Sparkling Apple- Pear Williams;84
2191201;Morandé Pionero Reserva Pais 2015;84
1437201;Quinta de Porrais Branco 2018;84
1453001;Ch. du Val de Mercy Petit Chablis 2018;84
1491501;Señorio de los Llanos Crianza 2011;84
1494202;Ch. Haut-Claverie 2016;84
1498701;Matua Lands and Legends Central Otago Pinot Noir 2017;84
1537701;Santa Ana Malbec 2018;84
1539201;Laporte La Terre des Anges Sancerre 2013;84
1556901;Barone Ricasoli Chianti;84
1656901;Michele Chiarlo Palás Moscato d`Asti 2016;84
1695501;Dacasto Duilio Camp Riond Barbera d'Asti Superiore 2016;84
1697301;Entre Vinyes Oníric Xarel-lo 2017;84
1698201;Perelada Jardins Negre 2016;84
1712301;Louis Pascal Signature Cahors Malbec 2016;84
1712701;Foncalieu Le Pigeonnier Vieilles Vignes 2017;84
1734901;A. Clüsserath Steinreich Riesling Trocken 2016;84
1744801;Caliboro Erasmo Barbera Garnacha 2016;84
1760601;Portal Colheita Douro 2016;84
1770601;Kloof Street Swartland Syrah 2017;84
1889901;Castello di Gabbiano Chianti Classico Riserva 2014;84
1900801;Roger Champault Sancerre Blanc Les Pierris;84
1976101;Doc`s Original Hard Apple Cider;84
2001501;Brocard Saint-Bris Sauvignon 2017;84
2002501;Finca La Celia Reserva Malbec 2017;84
2006301;Porcupine Ridge Syrah 2017;84
1779501;Chamisal Stainless Chardonnay 2014;84
2830501;Cant. Terlano Chardonnay Kreuth 2016;84
2832201;Domino de la Vega Bobal en Calma 2014;84
8038701;Hexamer Riesling Trocken 2017;84
8094401;Aotea Nelson Sauvignon Blanc;84
8099101;Ch. de Ricaud Cadillac Côtes de Bordeaux 2011;84
8133901;D'Ágly Blend #2 Cotes Catalanes 2018;84
8158701;Dacasto Duilio La Maestra;84
8167901;Ricardelle de Lautrec Cabernet Sauvignon 2017;84
8180801;Pazo de San Mauro Albariño 2016;84
8183601;Cannonball Merlot 2016;84
5258802;Cornish Orchards Gold Cider;84
5262001;Michel Thomas Sancerre Le Chant du Merle Rouge 2015;84
5281201;Rocca di Montemassi Calasole Vermentino 2018;84
5683101;Piccini Chianti Classico Valiano 2016;84
5700001;Porca de Murca Tinto 2015;84
5765301;Sumarroca Blanc de Blancs 2015;84
5773701;Berthier Domaine des Clairneaux Sancerre Rosé 2017;84
4765301;Allesverloren Shiraz;84
4778101;Il Falchetto Barbera d'Asti Pian Scorrone 2017;84
4811001;Brunelli Valpolicella Campo Praesel 2017;84
4820901;Malvirà Birbét 2016;84
4834701;La Ciboise 2017;84
4660901;Tedeschi Valpolicella Classico Superiore 2016;84
4672001;Ca'Bertaldo Valdobbiadene Prosecco Superiore Brut;84
4723001;La Segreta Rosso 2015;84
4728801;Dom. de Pellehaut Rosé 2018;84
4733901;Les Fumées Blanches Sauvignon Blanc 2018;84
4747701;Bolla Le Poiane Valpolicella Classico Superiore Ripasso 2015;84
8038701;Hexamer Riesling Trocken 2017;84
8094401;Aotea Nelson Sauvignon Blanc;84
8099101;Ch. de Ricaud Cadillac Côtes de Bordeaux 2011;84
8133901;D'Ágly Blend #2 Cotes Catalanes 2018;84
8158701;Dacasto Duilio La Maestra;84
8167901;Ricardelle de Lautrec Cabernet Sauvignon 2017;84
8180801;Pazo de San Mauro Albariño 2016;84
8183601;Cannonball Merlot 2016;84
8200201;Pascerette des Vignes Macon Milly Lamartine 2015;84
8207701;Mud House Sauvignon Blanc;84
8256301;Böcking Riesling;84
8258701;Casa da Passarella A Descoberta Colheita Branco;84
7854501;Valiano 6.38 Chianti Classico Gran Selezione 2013;84
7854701;Mar de Lisboa Red 2014;84
7855101;Quinta de Chocapalha Arinto 2017;84
7855601;Vine Mind Riesling 2017;84
7857401;Zagarrón Sandogal Nº2 Tempranillo 2014;84
7857501;Zagarrón Pausa Tempranillo & Petit Verdot 2015;84
7860001;Capanna Moscadello di Montalcino 2016;84
7893301;Wildekrans Estate Shiraz 2014;84
7948801;Bonny Doon Proper Claret 2014;84
7999901;Ferraton La Tournée 2018;84
7956401;The Project Sauvignon Blanc 2018;84
7964301;Ch. Gravettes Samonac 2017;84
7952501;Tre Monti Campo Di Mezzo Sangiovese 2016;84
10995001;Moulin de Gassac Picpoul de Pinet 2018;84
10998901;Ch. Barreyre;84
11002001;Familie Raymond Nos Racines Rosé;84
11012601;Magula Frankovka Modra 2014;84
11033101;Zudugarai Rosé 2018;84
11037001;Tutusaus Gran Reserva Brut Nature 2015;84
11038701;Conte Spagnoletti Zeuli Colombaio Bombino Nero 2018;84
10921402;Brick & Mortar Sprudlevin 2018;84
10958701;Pardevalles Prieto Picudo Rosado 2018;84
10969401;Bonterra Young Red 2018;84
10969501;Bonterra Rosé 2018;84
10974601;Zélige- Caravent Ikebana;84
10976201;Fraccaroli Veneto Bianco 2017;84
10835801;Scarbolo Il Ramato;84
10836001;Scarbolo Mattia Beyond Pinot;84
10842501;Ramon Bilbao Limitada;84
10845401;Paradis Secret;84
7999901;Ferraton La Tournée 2018;84
7956401;The Project Sauvignon Blanc 2018;84
7964301;Ch. Gravettes Samonac 2017;84
652301;Santa Rita Cabernet Sauvignon Reserva 2018;84
691105;Pilastri Rosso Piceno 2017;84
700501;Rabl Blauer Zweigelt 2016;84
711901;Ruffino Ducale Chianti Classico Riserva 2014;84
746001;Husets rødvin 2017;84
747801;Some Young Punks Quickie! 2018;84
756901;Zuccardi Serie A Malbec 2018;84
758801;Lagar de Cervera Albariño 2018;84
762301;Bouchard Bourgogne Rouge la Vignée 2015;84
768101;Arpepe Rosso di Valtellina 2016;84
770001;COS Nero di Lupo 2017;84
772101;Lindeman's Bin 50 Shiraz 2018;84
180101;Some Young Punks The Squid's Fist 2017;84
258201;Roche Fleurie Vouvray 2017;84
287601;Villa Poggio Salvi Tosco 2016;84
315201;Dr. Loosen Wehlener Sonnenuhr Riesling Kabinett 2017;84
316301;The Crossings Sauvignon Blanc 2018;84
333901;Masi Campofiorin 2015;84
352501;Wolf Blass Yellow Label Cabernet Sauvignon 2015;84
352601;Wolf Blass Eaglehawk Shiraz 2018;84
356501;Lindeman's Bin 45 Cabernet Sauvignon 2018;84
411201;Odfjell Capítulo Flying Fish 2017;84
449701;Kloster Eberbach Riesling Sekt Brut 2016;84
457001;Dominio de la Vega Brut Reserva Especial 2016;84
528101;Chivite Finca de Villatuerta Seleccion Especial 2015;84
20002;Jägermeister;84
74101;Dopff & Irion Cuvée René Dopff Gewurztraminer 2016;84
3298101;Louis Moreau Petit Chablis 2018;84
3308001;Mount Riley Sauvignon Blanc 2014;84
3309401;Poliziano Rosso di Montepulciano 2017;84
3324101;Trénel Cuvée Rochebonne 2017;84
3327501;Castello di Farnetella Chianti Colli Senesi 2016;84
3358901;La Braccesca Vino Nobile di Montepulciano 2016;84
3393501;Black Tower Classic Riesling 2018;84
3399401;Geil Sabrura Riesling 2018;84
3418601;Murviedro Colección Bobal Reserva 2011;84
3433801;Innocenti Chianti Colli Senesi 2012;84
3448201;Ch. Verdignan 2009;84
3448701;Odfjell Aliara 2013;84
3449201;Crémant de Loire Langlois;84
3468701;Zenato Valpolicella Superiore Ripassa 2015;84
3484401;Raddeck Spätburgunder 2015;84
3507601;De Muller Chardonnay 2018;84
3524701;Delorme Organic Crémant de Bourgogne Brut;84
3525401;Clotilde Davenne Bourgogne Rouge 2014;84
2853901;Balthasar Ress Schloss Reichartshausen Riesling Kabinett 2016;84
2865801;Pflüger Buntsandstein Riesling trocken 2018;84
2867201;The Liberator The Francophile Chenin Blanc 2018;84
2868201;Les Ollieux Romanis Corbières 2016;84
2891301;Riva Leone Barbera 2016;84
2895501;Mas Codina Cava Brut Reserva 2015;84
3006901;Sandeman White Porto;84
3007701;Viña Zorzal Graciano 2013;84
3019701;Kendall-Jackson Vintner's Reserve Pinot Noir 2014;84
3665801;Stellenrust Peppergrinder Shiraz 2016;84
3672401;Molino Sofia Langhe Chardonnay 2018;84
3697401;Geil Frühburgunder Bechtheimer -S- Trocken 2016;84
3800701;Ch. de L'Aubrade 2018;84
3801501;Laroche Bourgogne Réserve Chardonnay;84
3866801;Gérard Bertrand Minervois 2016;84
3872001;Marchesi Carboni Campania Rosato 2017;84
3884001;Principiano Piemonte Barbera 2017;84
3913202;Blackthorn Cider Dry;84
3913301;Tsantalis Klima Klima Assyrtiko 2015;84
3927501;Georg Breuer Spätburgunder Rouge 2016;84
3962701;Bibi Graetz Bollamatta;84
3971801;Vinitrio La Fleur des Pins Marselan 2017;84
3981601;Notorious Pink 2018;84
4487101;Franz Haas Pinot Grigio Alto Adige 2017;84
4526901;Niepoort Fabelaktig Douro 2017;84
4592101;Il Falchetto Moscato d'Asti Tenuta del Fant 2018;84
4597301;Casa de la Ermita Joven 2015;84
4602801;Beringer Stone Cellars Zinfandel 2017;84
4607501;Corvina Torre del Falasco 2018;84
4612201;Valpantena Amarone della Valpolicella 2015;84
3584601;Terravignata Verdicchio di Matelica 2018;84
3567901;Cuatro Rayas Organic Verdejo 2018;84
10388501;Terramia Chianti;84
10405301;Fidora Civranetta Col Fondo Prosecco;84
10415601;Vinultra Insight Sauvignon Blanc;84
9741901;Fontanafredda Solerose Langhe Rosato 2018;84
9747602;Ioppa Colline Novaresi Nebbiolo Rusin 2017;84
9819701;Louis Pascal Touraine Sauvignon Blanc 2017;84
9866201;Porello Birbet 2016;84
9867001;Axel Pauly Generations Riesling 2018;84
9896501;Vignobles & Compagnie Camionette Pays des Bouches du Rhône 2017;84
9907301;Gabriel Meffre Crozes Hermitage Saint Pierre 2016;84
5379501;Becker Landgraf J2 Grauer Burgunder 2018;84
5386201;Bod. Murviedro Cepas Viejas Bobal 2013;84
5413701;Höpler Leithaberg Blaufränkisch 2015;84
5423601;Simonsig Cuvée Royale Blanc de Blancs Méthode Cap Classique 2012;84
5423701;Graham Beck Blanc de Blancs 2012;84
5440001;Jurassic Park Chenin Blanc 2015;84
6292301;Hola Cava Brut Pink 2017;84
6799402;Esterházy Beerenauslese 2015;84
6813601;Bod. Valenciso Laderas de Cabama 2012;84
6813901;Rioja Vega Edicion Limitada 2015;84
6817401;Biurko Gorri Monte Ocijo Graciano 2015;84
6849101;Cono Sur Single Vineyard Block no 23 Rulos del Alto Riesling 2016;84
6864702;Jaanihanso Dry Hopped Craft Cider;84
6867001;Ch. Grand' Grange Comtés Rhodaniens Viognier 2014;84
5843201;Gobelsburg Cistercien Rosé 2017;84
5849301;Ch. Grand'Grange Beaujolais Villages Chardonnay 2016;84
5853901;Raventos de Nit 2016;84
5867501;Ramon Bilbao Single Vinyard 2016;84
5867701;Lamberti Valpolicella Ripasso 2015;84
5869101;Antiche Terre Valpolicella Superiore Ripasso 2016;84
5873701;Muga Rosé 2018;84
5877601;Nino Franco Prosecco Rustico;84
5905001;Casamatta Rosso 2018;84
5683101;Piccini Chianti Classico Valiano 2016;84
5700001;Porca de Murca Tinto 2015;84
5765301;Sumarroca Blanc de Blancs 2015;84
5773701;Berthier Domaine des Clairneaux Sancerre Rosé 2017;84
5978701;Trapiche Cabernet Sauvignon Reserve 2017;84
5996001;Neumer Weinmann Riesling Trocken 2018;84
6018501;Ogier Artésis Côtes du Rhône 2018;84
5812501;Les Laurentides Côtes du Rhône Villages 2015;84
5812601;Sierra du Sud Côtes du Rhône 2015;84
10388501;Terramia Chianti;84
10405301;Fidora Civranetta Col Fondo Prosecco;84
10415601;Vinultra Insight Sauvignon Blanc;84
10655601;Ch. Bellevue;84
10656801;Villa Merighi Bardolino 2017;84
10658801;Kesseler Lorch Riesling 2016;84
10660801;Santa Lucia Elgvin 2018;84
10664101;Clerget Crémant de Bourgogne Brut;84
10675601;Markus Molitor Élégance Riesling 2018;84
10707301;Seedlip Garden 108;84
10717201;Fontanafredda Raimonda Barbera d'Alba;84
10533701;Færder Fyr Sangiovese;84
10551801;Pizzolato Metodo Classico;84
10560901;Ramón do Casar Nobre Godello 2017;84
10579001;Matthias Gaul Pinot Noir 2017;84
10623201;Hacienda Lopez de Haro Editión Limitada 2016;84
10644301;Famille Paquet Mâcon-Lugny Les Charmes Chardonnay 2018;84
10645601;Ch. de Rouffiac Cahors Séduction 2016;84
10645901;Terra d'Alter Reserva Branco;84
10428901;Chartron et Trébuchet Cremant de Bourgogne Brut;84
10430401;La Rioja Alta Lat 42 2016;84
10431001;Lurton Le Petit Pas Blanc;84
10432501;Christer Berens Barbera d'Alba Superiore;84
10432901;Cotes de Jura Chardonnay Messagelins 2016;84
10441401;Christer Berens Riesling;84
10448801;Ch. Malager 2010;84
10452801;Pere Mata Julebobler Brut Reserva;84
10457501;Arnaces Pinot Grigio;84
10487501;Vigna Riccardo Roero Arneis 2017;84
10496501;A'Terra Pinot Noir;84
945801;Yealands Land Made Sauvignon Blanc 2018;84
946101;Amalaya Blanco 2018;84
