varenummer;poeng;konklusjon;argang_apreritif;smakt;url_aperitif
7776201;87;En veldig god bourgogne rouge som tåler 3-4 år. Godt kjøp.;2015; 15. august 2017;https://www.aperitif.no/pollisten/produkt/chenu-bourgogne-2016/2075774
7778701;87;En god og smaksrik friulano som tåler 5-6 år. Meget godt kjøp.;2016; 27. oktober 2017;https://www.aperitif.no/pollisten/produkt/poggiobello-friulano/2086038
7778901;87;En svært smaksrik men litt alkoholpriser hvitvin som tåler 5-6 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/le-vigne-di-zamo-no-name-2016/2106149
7782501;87;En karaktersterk rødvin som tåler 4-5 år. Godt kjøp.;2013;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/terroir-de-vigne-et-de-truffe-reserve-14-2014/2076218
8350201;87;En fruktig og tørr rose som tåler 2-3 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/folk-machine-rose-2018/2119153
8350301;87;En aromatisk fyldig litt fet chardonnay som tåler 5-6 år. Godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/camp-chardonnay-2018/2119141
8354701;87;En ikke helt tørr riesling som tåler 5-6 år. Koster 149 taxfree. Godt kjøp.;2017; 20. november 2018;https://www.aperitif.no/pollisten/produkt/leitz-rudesheimer-riesling-magic-mountain-2018/2119658
8356701;87;En smaksrik tysk pinot gris som tåler 6-7 år. Godt kjøp.;2016;  1. mai 2018;https://www.aperitif.no/pollisten/produkt/lisa-bunn-grauer-burgunder-vom-loss-2016/2120332
8361301;87;En god og fruktig blanc de blancs som tåler 4-5 år. Godt kjøp.;NA; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/tribaut-schloesser-blanc-de-blanc/2119706
8366301;87;En god og syrefrisk rose med lett bitt. Tåler 2-3 år. Meget godt kjøp.;2018; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/ch-routas-rose-2018/2106848
9079101;87;En flott vin for de neste fem årene. Meget godt kjøp. 87 p (2005) (Godbiter i pollisten - 20.01.11);2005; 24. juni 2015;https://www.aperitif.no/pollisten/produkt/l-arco-rosso-del-veronese-2010/232563
9099901;87;En veldig god billigburgunder som tåler 4-5 år. Meget godt kjøp.;2017; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/ch-de-la-greffiere-macon-la-roche-vineuse-2017/233388
9106401;87;En herlig og smaksrik cremant som tåler 3-4 år. Godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/brun-cremant-de-bourgogne-charme-blanc-de-blancs-extra-brut-2016/233418
9118401;87;En flott Douro-rødvin som tåler 7-8 år. Meget godt kjøp.;2016; 11. november 2019;https://www.aperitif.no/pollisten/produkt/niepoort-vertente-2016/313368
9134301;87;En god og leskende st joseph på den fruktige siden som tåler 4-5 år. Meget godt kjøp.;2017; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/maison-les-alexandrins-saint-joseph-2017/313424
9137701;87;En litt rik sødmefylt og eiket stil. Tåler 4-5 år. Verd prisen.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/jaeger-defaix-rully-1er-cru-les-cloux-2017/312110
9152101;87;En flott rødvin som tåler 8-10 år. Meget godt kjøp.;2015;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/dom-de-pellehaut-les-marcottes-2015/313407
