varenummer;poeng;konklusjon;argang_apreritif;smakt;url_aperitif
11209501;90;En elegant og leskende krydret barbaresco som tåler 8 år. Godt kjøp.;2016;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/ca-del-baio-barbaresco-asili-2016/2203190
11348201;90;En herlig ung og lovende rioja som tåler 8-10 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/artuke-paso-las-manas-2017/2212521
11349101;90;En herlig nebbiolo som tåler 10 år. Meget godt kjøp.;2015; 16. september 2019;https://www.aperitif.no/pollisten/produkt/sperino-uvaggio-2015/2212478
11359701;90;En herlig og parfymert stofflig pinot som tåler 8 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/whitcraft-pinot-noir-santa-barbara-county-la-lie-fine-v-3-2017/2212520
11362101;90;En deilig Marsannay som tåler 8 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/faiveley-marsannay-les-echezeaux-2017/2212282
11220601;90;En flott pinot som tåler 8 år. Minst. Meget godt kjøp.;2016;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/j-b-becker-wallufer-walkenberg-spatburgunder-spatlese-trocken-2016/2203388
11224001;90;En kompleks og rik hvitvin som tåler 8 år. Meget godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/gabrielskloof-elodie-chenin-blanc/2203280
11230601;90;En virkelig kraftpakke av en hvitvin som tåler 8 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/ca-botta-le-pergolette-veronese-garganega-bianco/2204236
11231901;90;En flott syrefrisk st aubin som tåler 8 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/pillot-saint-aubin-1er-cru-sentier-du-clou-2017/2212442
11232401;90;En kul ikke helt tørr chenin som tler 20 r. Meget got kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/pascal-lambert-le-chenin-de-l-interdit/2203384
11233001;90;En herlig lovende vin med god kompleksitet som tler 8 r. Meget godt kjøp.;NA;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/les-vignes-oubliees-terrasses-du-larzac-2017/2203385
11238401;90;En herlig fersk og lovende bordeaux i en veldig frisk fast stil som tåler 8 år. Meget godt kjøp.;2015;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/clos-puy-arnaud-les-ormeaux-2015/2203478
11252701;90;En veldig artig og smaksrik riesling som tåler 8 år. Godt kjøp.;2017;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/rieffel-wiebelsberg-grand-cru-riesling-2017/2203492
11393601;90;En kompleks og god sekt som tåler 6-7 år. Meget godt kjøp.;2016; 16. september 2019;https://www.aperitif.no/pollisten/produkt/nik-weis-st-urbans-hof-bockstein-sekt-2016/2212321
11399801;90;En herlig åpen pinot som tåler 8 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/buisson-saint-romaine-absolu-rouge-2017/2212394
11400301;90;En flott åpen hvit burgunder som tåler 7-8 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/buisson-saint-romain-la-perriere-2017/2212393
11410401;90;En flott rødvin som tåler 12 år. Meget godt kjøp.;2014; 16. september 2019;https://www.aperitif.no/pollisten/produkt/le-faite-saint-mont-2014/2212444
11415301;90;En elegant og leskende svært frisk valtellina som tåler 8 år. Meget godt kjøp.;2013; 16. september 2019;https://www.aperitif.no/pollisten/produkt/menegola-sassella-riserva-2013/2212281
10667001;89;En spennende cremant som tåler 4-5 år. Meget godt kjøp.;2015; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/dom-vincendeau-cremant-de-loire-2015/2166246
1720301;89;En god og strukturert chianti som tåler 6-7 år. Koster 199 taxfree. Meget godt kjøp.;2015; 19. mars 2019;https://www.aperitif.no/pollisten/produkt/frescobaldi-nipozzano-vecchie-viti-chianti-rufina-riserva-2015/1947008
924601;89;En god mineralsk og stofflig vouray brut som tåler 4-5 år. Meget godt kjøp.;NA; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/brunet-vouvray-brut/318208
8266601;89;En veldig god 15 år gammel vin som tåler mange år til. Meget godt kjøp.;2002; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/ch-roland-la-garde-grand-vin-2002/2106478
313601;89;En herlig vin som tåler 6-7 år. Meget godt kjøp.;2016; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/foillard-morgon-cuvee-corcelette-2017/330030
325801;89;En konsentrert og lovende chateauneuf med litt høy alkohol som tåler 10 år. Godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/bonpas-chateauneuf-du-pape-bonus-passus-2017/308737
401501;89;En flott vin for de neste seks-sju årene. Meget godt kjøp. (2007) ;2007; 13. april 2013;https://www.aperitif.no/pollisten/produkt/schatz-a-finca-sanguijuela-2007/301659
401601;89;En herlig vin som tåler fem.;2008; 29. august 2014;https://www.aperitif.no/pollisten/produkt/schatz-c-pinot-noir-2008/301790
457501;89;En flott og konsentrert chardonnay som tåler 6-7 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/carillon-bourgogne-chardonnay-2018/299433
484701;89;En deilig hvit burgunder som tåler 5-6 år. Meget godt kjøp.;2015; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/didier-montchevet-hautes-cotes-de-beaune-2016/309162
132501;89;En god og fersk knusk tørr blanc de blancs som tåler 5-6 år. Meget godt kjøp.;NA; 16. september 2019;https://www.aperitif.no/pollisten/produkt/andre-jacquart-experience-premier-cru-blanc-de-blancs-brut/308788
140601;89;En flott og lovende riesling som tåler 7-8 år. Godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/von-winning-kalkofen-riesling-trocken-gg-2017/1945587
148301;89;En flott og drikkeklar vin som likevel tåler 6-7 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/benjamin-leroux-bourgogne-blanc-2017/309746
157901;89;En svært lovende vin som tåler 15 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/kloster-eberbach-steinberger-riesling-kabinett-2017/309848
161801;89;En veldig smaksrik litt jordlig utgave av denne 10 år gamle rødvinen som fint tåler 10 år til. Meget godt kjøp.;2008;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/ioppa-ghemme-2008/309878
165801;89;En flott og lovende vin som tåler 8 år. Meget godt kjøp.;2015;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/heinrich-blaufrankisch-2016/309904
170001;89;En god cava som tåler 5-6 år. Meget godt kjøp.;2011;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/gramona-imperial-gran-reserva-brut-2013/1945622
173501;89;En herlig rødvin i en leskende stil som tåler 5-6 år. Meget godt kjøp.;2015; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/niepoort-bioma-douro-2015/309988
197401;89;En lekker cava for de neste fem årene. Meget godt kjøp. (2005) ;2005;  8. april 2013;https://www.aperitif.no/pollisten/produkt/gramona-iii-lustros-gran-reserva-2012/288301
274701;89;En god og åpen pinot-stil som tåler 8 år. Godt kjøp.;2015; 16. september 2019;https://www.aperitif.no/pollisten/produkt/dalzocchio-pinot-nero-2015/308697
282101;89;En fyldig og smaksrik chenin som tåler 8 år. Meget godt kjøp.;2018; 31. oktober 2019;https://www.aperitif.no/pollisten/produkt/patrick-baudouin-effusion-2018/310287
283801;89;En deilig og bløt st emilion som tåler 6-7 år. Godt kjøp.;2014;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/ch-laroque-2014/72392
287401;89;En flott brunello som tåler 8. Meget godt kjøp.;2011; 19. april 2016;https://www.aperitif.no/pollisten/produkt/villa-poggio-salvi-brunello-di-montalcino-2013/308849
520401;89;En fruktig og deilig vin med god karakter som tåler 8 år. Meget godt kjøp.;2013; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/fontanabianca-barbaresco-2016/1945915
520601;89;En saftig og strukturert nebbiolo som tåler 7-8 år. Meget godt kjøp.;2017; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/burlotto-langhe-nebbiolo-2017/1945916
531101;89;En svært konsentrert chablis på dette nivået. Tåler 7-8 år. Godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/ch-de-beru-chablis-2017/310781
540501;89;En deilig vin som tåler 4-5 år. Meget godt kjøp.;2017; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/craggy-range-te-muna-sauvignon-blanc-2018/1945935
566401;89;En sødmefylt og fruktig mineralsk kabinett som tåler 15 år. Meget godt kjøp.;2017; 15. september 2018;https://www.aperitif.no/pollisten/produkt/kloster-eberbach-hattenheimer-engelmannsberg-riesling-kabinett-2018/87729
5147101;89;En tørr og frisk og samtidig konsentrert chianti som tåler 6-7 år. Meget godt kjøp.;2017;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/le-boncie-5-2017/78061
5149901;89;En flott vin som tåler 10. Godt kjøp.;2012; 30. april 2015;https://www.aperitif.no/pollisten/produkt/devevey-rully-la-chaume-blanc-2012/84816
5164001;89;En tørr og strukturert moderne rioja som tåler 7-8 år. Godt kjøp.;2016;  2. mars 2019;https://www.aperitif.no/pollisten/produkt/olivier-riviere-ganko-2016/80763
5168501;89;En veldig god og konsentrert rimelig bordeaux som tåler 7-8 år. Meget godt kjøp.;2016; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/ch-coutet-2016/307275
5179001;89;En god og strukturert lett jordsmonnspreget vin som tåler 6-7 år. Meget godt kjøp.;2015; 14. desember 2018;https://www.aperitif.no/pollisten/produkt/cos-pithos-rosso-2015/298805
5202101;89;En fruktig og deilig vin som tåler 5-6 år. Meget godt kjøp.;2016; 15. august 2017;https://www.aperitif.no/pollisten/produkt/meinklang-graupert-pinot-gris-2017/312825
5210801;89;En flott soave som tåler 8 år. Meget godt kjøp.;2016; 12. juni 2018;https://www.aperitif.no/pollisten/produkt/pra-staforte-soave-classico-2016/1949049
5227201;89;En herlig i øyeblikket fortsatt fersk vin som tåler 6-7 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/soalheiro-primeras-vinhas-alvarinho-2018/311398
3291901;89;En flott ung vin som tåler 8 år. Meget godt kjøp.;2014; 14. november 2016;https://www.aperitif.no/pollisten/produkt/ravenswood-napa-valley-zinfandel-2014/82226
3310801;89;En super vin som tåler 6-7 år. Meget godt kjøp.;2015; 12. august 2016;https://www.aperitif.no/pollisten/produkt/feudi-di-san-gregorio-fiano-di-avellino-2015/82677
3316801;89;En konsentrert og god dolcetto som tåler 8 år. Meget godt kjøp.;2016; 31. mai 2017;https://www.aperitif.no/pollisten/produkt/conterno-fantino-bricco-bastia-dolcetto-d-alba-2016/76432
3321701;89;En god og konsentrert vin som tåler 10 år. Meget godt kjøp.;2014; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/masi-brolo-di-campofiorin-2015/78789
3343502;89;En god og fruktig ikke for søt dessertvin som tåler 10 år. Godt kjøp.;2017; 17. juli 2018;https://www.aperitif.no/pollisten/produkt/geil-bechtheimer-geyersberg-beerenauslese-rieslaner-2018/1948443
3345201;89;En veldig god søtvin med fin dybde. Meget godt kjøp.;NA; 14. november 2016;https://www.aperitif.no/pollisten/produkt/bache-gabrielsen-pineau-des-charentes-very-old/68967
3365701;89;En veldig ung og lovende chalis som tåler 10 år. Verd prisen.;2016; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/grand-regnard-chablis-2018/84962
3394801;89;En god og saltpreget Etna-vin med mye smak som tåler 8 år. Mget godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/terre-nere-etna-bianco-2018/1979397
3396101;89;En god og innsmigrende rød pineau.;NA;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/ch-montifaud-vieux-pineau-des-charentes-rouge/1958210
3404401;89;En flott vin som tåler 8 år. Meget godt kjøp.;2016;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/cape-rock-white-2016/1979399
5260001;89;En virkelig konsentrert og spennende vin som tåler 7-8 år. Meget godt kjøp.;2014;  7. mars 2017;https://www.aperitif.no/pollisten/produkt/suertes-del-marques-trenzado-2014/2011433
5270901;89;En flott vin som tåler 10. Meget godt kjøp.;2010; 28. februar 2015;https://www.aperitif.no/pollisten/produkt/marques-de-la-concordia-hacienda-abascal-produccion-limitada-2011/1949103
5277201;89;En flott amarone som tåler 15 år. Meget godt kjøp.;2010; 14. november 2016;https://www.aperitif.no/pollisten/produkt/musella-amarone-2012/289803
5296101;89;En flott 7 år gammel vin som tåler 10 år. Meget godt kjøp.;2011; 14. januar 2019;https://www.aperitif.no/pollisten/produkt/massa-pertichetta-croatina-2011/315573
5322402;89;En innsmigrende fortsatt fersk banyuls som tåler 10 år. Meget godt kjøp.;2017;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/m-chapoutier-banyuls-2017/1949158
5347001;89;En flott vin som tåler 8 år eller mer. Godt kjøp.;2013; 30. mai 2016;https://www.aperitif.no/pollisten/produkt/dom-des-roches-neuves-la-marginale-2013/2011788
5389001;89;En flott og konsentrert pinot med litt moden frukt  som tåler 8 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/francois-crochet-sancerre-rouge-2017/2012130
5389701;89;En elegant og konsentrert hvitvin som tåler 6-7 år. Meget godt kjøp.;2015; 15. august 2017;https://www.aperitif.no/pollisten/produkt/casa-d-ambra-ischia-bianco-2017/2012137
5394701;89;En virkelig flott og lovende rose - omtrent som en lys men smaksrik rødvin og som tåler 5-6 år. Minst. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/contino-rosado-2016/2012173
5396801;89;En kul rose som tåler 2-3 år til. Godt kjøp.;2014; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/les-grands-carmes-de-simone-rose-2015/2041985
4283601;89;En god og sødmefylt, rik vin som tåler 8 år. Meget godt kjøp.;2014; 15. januar 2018;https://www.aperitif.no/pollisten/produkt/schlumberger-saering-riesling-grand-cru-2015/83865
4284101;89;En lovende vin som tåler 10 år. Meget godt kjøp.;2014; 15. august 2017;https://www.aperitif.no/pollisten/produkt/fernand-engel-silberberg-de-rorschwihr-riesling-2014/83689
4299901;89;En kraftig og lovende vin som tåler 10 år. Meget godt kjøp.;2014;  8. november 2017;https://www.aperitif.no/pollisten/produkt/clos-de-los-siete-2015/70823
4314001;89;En smaksrik og intens carignan som tåler 6-7 år. Meget godt kjøp.;2015; 16. september 2019;https://www.aperitif.no/pollisten/produkt/torres-vigno-carignan-2018/71879
4362101;89;En kul klassisk rødvin som tåler 12 år. Meget godt kjøp.;2016; 16. september 2019;https://www.aperitif.no/pollisten/produkt/loredan-gasparini-venegazzu-della-casa-2016/78977
4372002;89;En deilig og frisk, fast dessertvin som tåler 10 år +. Meget godt kjøp. (2013) ;NA;  8. januar 2015;https://www.aperitif.no/pollisten/produkt/castano-monastrell-dulce-2011/81086
4376701;89;En leskende og elegant chianti som tåler 6-7 år. Meget godt kjøp.;2017; 16. september 2019;https://www.aperitif.no/pollisten/produkt/badia-a-coltibuono-chianti-classico-2016/77694
4398701;89;En flott vin som tåler 8 år. Meget godt kjøp.;2016; 31. mai 2017;https://www.aperitif.no/pollisten/produkt/gobelsburger-urgestein-riesling-2018/88441
4399301;89;En kraftig zin som bærer sine 15 prosent veldig godt. Tåler 10 år. Meget godt kjøp.;2015; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/seghesio-sonoma-zinfandel-2017/82275
4401201;89;En god gamay som tåler 8 år. Meget godt kjøp.;2011; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/ch-des-jacques-moulin-a-vent-2015/73587
4405001;89;En fruktig men også mineralsk og elegant albarino som tåler 6-7 år. Meget godt kjøp.;2018;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/albarino-de-fefinanes-2018/86514
4422201;89;En herlig vin som tåler 8 år. Meget godt kjøp.;2016; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/suavia-soave-classico-monte-carbonare-garganega-2016/83165
4437601;89;En herlig og konsentrert br som tåler 4-5 år. Meget godt kjøp.;2016;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/arlaud-roncevie-bourgogne-2016/72915
4447701;89;En deilig champagne i den aromatiske stilen som tåler 4-5 år. Meget godt kjøp.;NA; 16. september 2019;https://www.aperitif.no/pollisten/produkt/claude-cazals-blanc-de-blancs-grand-cru-cuvee-vive-extra-brut/89210
4453201;89;En lovende tørr og stofflig vin som tåler 8 år. Godt kjøp.;2018;  6. juli 2019;https://www.aperitif.no/pollisten/produkt/planeta-cometa-2018/82903
4453702;89;En litt robust men veldig god marsala. Godt kjøp.;NA; 15. mars 2018;https://www.aperitif.no/pollisten/produkt/marco-de-bartoli-marsala-superiore-oro-vigna-la-miccia/1948732
4463101;89;En herlig kabinett med intens syre som tåler 12 år. Meget godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/schloss-lieser-riesling-kabinett-2017/87319
4469601;89;En god og fyldig premier cru som tåler 7-8 år. Godt kjøp.;2017;  6. mai 2019;https://www.aperitif.no/pollisten/produkt/louis-moreau-chablis-1er-cru-vaillons-2017/85167
4473002;89;En fruktig og god dessertvin som tåler 10+. Meget godt kjøp.;2012; 26. august 2015;https://www.aperitif.no/pollisten/produkt/kracher-cuvee-beerenauslese-2017/1948744
4481601;89;En god strukturert og mineralsk chablis som tåler 8 år. Meget godt kjøp.;2015; 15. september 2018;https://www.aperitif.no/pollisten/produkt/moreau-naudet-chablis-vieilles-vignes-pargeus-2017/85280
4483701;89;En flott bourgogne blanc som tåler 5-6 år. Meget godt kjøp.;2014; 26. januar 2017;https://www.aperitif.no/pollisten/produkt/matrot-bourgogne-chardonnay-2017/85200
